player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Quentin Richardson,29,1,11,1,4,2,2,5,5,1,0,0,2,1,5
Luke Ridnour,2474,367,811,66,212,139,164,41,165,311,82,15,130,187,939
Austin Rivers,1418,145,390,28,86,59,108,16,93,127,26,9,74,122,377
Brian Roberts,1324,213,511,59,153,70,77,17,80,219,37,3,71,108,555
Nate Robinson,2086,399,921,141,348,135,169,29,155,358,85,10,144,207,1074
Thomas Robinson,1056,138,321,0,1,57,109,122,193,46,41,26,88,124,333
Rajon Rondo,1423,225,465,12,50,60,93,43,169,420,70,9,148,96,522
Terrence Ross,1239,186,457,65,196,30,42,35,109,53,43,14,48,122,467
Brandon Roy,122,11,35,0,9,7,10,3,11,23,3,0,7,5,29
Ricky Rubio,1691,185,514,27,92,211,264,44,185,418,137,5,172,143,608
Brandon Rush,25,6,9,0,2,2,3,0,1,2,0,0,3,5,14
Robert Sacre,203,18,48,0,0,7,11,9,25,6,0,10,10,38,43
John Salmons,2278,244,612,99,267,85,110,33,174,226,51,25,85,143,672
Samardo Samuels,196,22,60,0,1,14,24,10,18,8,3,3,6,30,58
Larry Sanders,1937,306,605,0,2,84,136,224,448,83,53,201,87,233,696
Luis Scola,2184,432,915,3,16,181,230,158,383,182,67,35,126,257,1048
Mike Scott,376,70,147,0,1,43,56,39,71,12,4,2,21,32,183
Thabo Sefolosha,2229,224,466,108,258,57,69,58,259,125,103,44,64,177,613
Josh Selby,59,6,22,1,6,7,11,0,5,4,2,0,7,7,20
Kevin Séraphin,1721,330,716,0,0,61,88,107,239,57,24,59,130,211,721
Ramon Sessions,1652,276,676,33,107,291,347,27,142,230,48,7,104,91,876
Tornike Shengelia,93,10,23,1,2,9,16,9,14,3,3,1,11,11,30
Iman Shumpert,996,109,275,51,127,36,47,31,105,75,43,7,37,99,305
Alexey Shved,1840,236,635,85,288,108,150,41,134,286,54,27,147,117,665
Henry Sims,5,2,3,0,0,0,0,2,0,0,0,0,1,1,4
Kyle Singler,2293,275,642,70,200,100,124,109,221,77,57,37,98,217,720
Chris Singleton,924,92,241,7,36,40,70,51,133,37,38,24,45,124,231
Donald Sloan,263,27,78,7,19,20,25,3,25,38,5,0,14,17,81
Greg Smith,1110,170,274,0,1,81,130,111,210,25,18,40,41,175,421
Ish Smith,516,56,159,8,27,3,7,12,49,87,21,9,37,26,123
J.R. Smith,2678,527,1249,155,436,237,311,64,361,218,100,24,134,226,1446
Jason Smith,876,167,341,0,4,86,102,64,122,34,15,45,55,123,420
Josh Smith,2683,550,1182,61,201,166,321,133,506,321,94,136,226,175,1327
Nolan Smith,288,42,114,6,28,20,28,7,20,35,7,1,29,26,110
Marreese Speights,1300,260,584,3,10,135,175,146,240,47,24,53,80,175,658
Tiago Splitter,1997,315,563,0,2,208,285,144,371,130,63,64,100,161,838
Jerry Stackhouse,544,66,172,30,89,20,23,5,28,35,7,4,24,31,182
Lance Stephenson,2278,275,598,62,188,75,115,47,257,223,81,16,109,162,687
DeShawn Stevenson,1158,98,262,76,209,12,23,18,104,52,29,6,23,69,284
Greg Stiemsma,1209,127,278,0,0,53,69,61,200,30,44,90,59,184,307
Julyan Stone,28,2,2,0,0,3,4,2,1,2,1,0,2,4,7
Amar'e Stoudemire,682,154,267,0,0,105,130,60,85,13,10,21,50,89,413
Rodney Stuckey,2171,304,748,55,182,213,272,43,169,270,51,17,134,127,876
Jared Sullinger,892,111,225,1,5,47,63,92,172,35,22,22,29,154,270
DaJuan Summers,7,1,4,0,0,0,0,0,2,1,0,0,0,0,2
Jeff Taylor,1507,172,399,53,154,75,103,51,99,63,47,15,48,136,472
Tyshawn Taylor,221,32,87,6,13,15,27,2,16,21,13,0,25,25,85
Jeff Teague,2628,439,974,89,248,199,226,25,155,579,117,28,230,181,1166
Marquis Teague,392,43,113,4,23,9,16,3,41,63,9,7,35,47,99
Mirza Teletović,499,71,185,37,108,9,11,33,62,23,13,8,20,53,188
Sebastian Telfair,980,112,309,53,150,54,69,13,71,153,37,11,64,104,331
Garrett Temple,1156,105,258,26,80,26,37,29,94,115,50,17,61,94,262
Jason Terry,2124,281,648,123,331,114,131,19,140,198,66,11,102,110,799
Hasheem Thabeet,770,64,106,0,0,32,53,69,126,11,30,60,41,148,160
Isaiah Thomas,2122,366,832,115,321,253,287,29,132,316,67,3,140,167,1100
Kurt Thomas,392,45,83,1,1,6,13,24,65,21,10,16,8,52,97
Lance Thomas,646,53,106,0,0,43,59,44,71,17,11,7,14,78,149
Malcolm Thomas,57,5,10,0,0,5,8,5,11,4,2,2,3,8,15
Tyrus Thomas,360,48,136,3,8,26,31,16,44,19,14,15,17,51,125
Jason Thompson,2285,374,745,0,3,143,206,172,377,84,48,61,101,227,891
Klay Thompson,2936,508,1205,211,526,132,157,32,274,183,86,45,157,237,1359
Tristan Thompson,2564,390,799,0,3,177,291,306,467,108,60,71,123,234,957
Marcus Thornton,1726,332,774,141,379,111,126,50,131,91,61,4,68,105,916
Jamaal Tinsley,1221,86,234,39,127,18,26,17,98,290,64,14,106,106,229
Anthony Tolliver,963,82,216,45,133,44,51,31,124,32,15,12,36,66,253
P.J. Tucker,1910,210,444,22,70,64,86,132,218,109,62,19,67,145,506
Ronny Turiaf,701,49,97,0,0,23,63,45,107,35,19,35,29,80,121
Hedo Türkoğlu,189,14,53,1,24,3,6,4,22,23,7,1,12,11,32
Evan Turner,2892,441,1053,58,159,154,208,56,461,354,71,17,187,197,1094
Jeremy Tyler,68,9,24,0,0,4,6,6,14,1,1,2,6,10,22
Ekpe Udoh,1312,117,269,0,1,89,119,113,138,43,39,85,43,139,323
Beno Udrih,1457,210,476,34,102,84,103,34,107,302,41,3,108,90,538
Jonas Valančiūnas,1482,204,366,0,0,146,185,121,251,45,17,78,94,188,554
Anderson Varejão,901,138,289,0,5,77,102,138,223,84,37,14,44,68,353
Jarvis Varnado,58,3,7,0,0,2,4,2,7,3,1,2,6,10,8
Greivis Vásquez,2685,438,1012,83,243,124,154,43,294,704,66,6,247,190,1083
Jan Veselý,601,57,114,0,1,12,39,43,79,28,15,17,27,107,126
Charlie Villanueva,1092,175,464,90,259,27,49,49,192,54,31,39,39,96,467
Nikola Vučević,2559,461,889,0,3,86,126,273,644,143,61,79,141,218,1008
Dwyane Wade,2391,569,1093,17,66,308,425,86,258,352,128,56,194,140,1463
Dion Waiters,1756,336,815,63,203,159,213,22,127,183,59,16,121,113,894
Kemba Walker,2859,526,1244,107,332,296,371,60,223,471,160,31,200,153,1455
John Wall,1602,324,735,12,45,246,306,35,161,373,65,37,157,117,906
Gerald Wallace,2076,182,458,46,163,121,190,69,250,181,97,46,110,118,531
Rasheed Wallace,296,55,142,22,69,14,20,11,72,6,13,15,10,40,146
Luke Walton,857,71,181,20,67,10,20,38,107,166,42,13,60,98,172
Hakim Warrick,489,67,165,0,3,60,88,21,68,25,13,6,29,37,194
C.J. Watson,1521,192,459,88,214,71,91,38,107,161,66,12,69,123,543
Earl Watson,829,37,120,5,28,17,25,23,64,190,40,8,69,94,96
Maalik Wayns,202,26,88,7,31,17,19,1,6,27,6,0,15,26,76
Martell Webster,2200,281,636,139,329,168,198,53,241,143,49,17,90,166,869
David West,2435,502,1009,4,19,242,315,145,418,213,74,69,157,149,1250
Russell Westbrook,2861,673,1535,97,300,460,575,111,317,607,145,24,273,189,1903
D.J. White,86,12,23,0,0,5,9,4,9,4,1,6,2,5,29
James White,435,50,116,14,41,11,19,5,43,29,13,4,17,44,125
Chris Wilcox,830,110,153,0,1,39,58,55,125,22,32,28,34,125,259
Damien Wilkins,1095,145,316,17,51,81,109,32,73,91,37,18,49,98,388
Deron Williams,2842,495,1124,169,447,317,369,29,203,604,75,30,218,194,1476
Derrick Williams,1916,338,786,65,196,192,272,96,334,46,44,37,101,127,933
Lou Williams,1119,187,443,72,196,105,121,8,72,139,44,10,74,55,551
Marvin Williams,1727,199,470,54,166,77,99,55,208,77,37,38,60,98,529
Mo Williams,1418,229,533,59,154,75,85,24,86,285,46,9,125,105,592
Reggie Williams,380,57,132,22,72,10,21,8,43,39,12,1,19,19,146
Terrence Williams,318,48,97,5,15,9,21,4,40,38,11,2,22,13,110
Metta World Peace,2530,332,824,141,412,124,169,101,271,112,122,42,98,198,929
Brandan Wright,1149,241,404,0,3,59,96,85,175,38,26,76,34,78,541
Chris Wright,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2
Dorell Wright,1783,237,599,135,361,120,141,42,260,150,62,35,64,98,729
Tony Wroten,272,33,86,4,16,21,29,13,15,43,8,4,29,34,91
Nick Young,1411,224,542,75,210,105,128,24,106,84,36,14,50,84,628
Sam Young,693,58,148,16,52,23,43,26,97,42,15,8,33,62,155
Thaddeus Young,2629,509,958,1,8,108,188,182,389,125,133,55,90,191,1127
Luke Zeller,58,9,26,1,5,0,0,1,9,3,0,0,0,5,19
Tyler Zeller,2033,245,559,0,4,120,157,159,279,96,35,70,95,251,610
