player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Zaza Pachulia,1730,240,529,0,3,126,160,197,303,178,80,21,133,170,606
Kostas Papanikolaou,795,69,197,31,106,13,18,39,79,85,29,13,55,71,182
Jannero Pargo,73,15,35,9,22,2,2,0,3,8,0,0,3,8,41
Jabari Parker,738,129,263,4,16,46,66,50,88,42,31,5,47,42,308
Tony Parker,1953,404,832,38,89,130,166,15,114,335,44,2,146,108,976
Chandler Parsons,2186,383,829,132,347,139,193,64,259,161,69,19,96,140,1037
Patrick Patterson,2156,240,535,105,283,63,80,127,306,155,60,44,54,149,648
Chris Paul,2857,568,1170,139,349,289,321,52,324,838,156,15,190,203,1564
Adreian Payne,739,91,220,1,9,30,46,48,114,30,19,9,44,88,213
Elfrid Payton,2489,301,708,11,42,118,214,107,242,533,142,20,203,193,731
Nikola Peković,815,139,328,0,0,108,129,89,145,27,19,12,42,59,386
Kendrick Perkins,1148,102,227,0,1,42,83,91,229,51,16,42,95,162,246
Paul Pierce,1914,293,656,118,303,164,210,45,249,144,46,24,92,160,868
Mason Plumlee,1743,280,489,0,3,157,317,175,337,74,65,63,106,207,717
Miles Plumlee,1194,136,254,0,0,22,46,112,208,34,41,66,51,111,294
Quincy Pondexter,1793,188,447,91,244,71,96,53,142,94,19,24,51,150,538
Otto Porter,1432,176,391,35,104,58,79,70,151,65,44,30,52,97,445
Dwight Powell,236,31,67,3,11,25,33,18,32,9,9,6,11,40,90
Phil Pressey,600,64,174,16,65,33,49,13,67,117,30,6,41,54,177
A.J. Price,324,51,137,15,57,16,24,6,26,46,7,0,14,15,133
Ronnie Price,982,77,223,31,109,36,45,19,50,165,67,4,52,118,221
Pablo Prigioni,1197,91,228,57,166,35,41,30,89,171,79,1,62,88,274
Tayshaun Prince,1397,177,402,31,67,49,65,52,158,93,29,16,35,55,434
Miroslav Raduljica,23,3,8,0,0,2,2,2,3,0,1,0,2,8,8
Julius Randle,14,1,3,0,0,0,2,0,0,0,0,0,1,1,2
Shavlik Randolph,126,9,35,0,5,6,12,16,22,4,5,3,3,16,24
Zach Randolph,2304,454,932,7,20,228,298,225,522,153,69,14,156,175,1143
J.J. Redick,2409,447,938,200,458,183,203,22,145,137,39,8,95,134,1277
Glen Rice Jr.,43,3,15,1,7,4,6,2,2,2,0,0,2,11,11
Jason Richardson,416,62,178,31,96,17,22,13,53,38,13,3,16,28,172
Luke Ridnour,683,75,176,20,63,18,21,8,60,96,20,4,38,67,188
Austin Rivers,1563,203,496,39,131,85,126,27,125,155,48,14,65,146,530
Andre Roberson,1286,92,201,21,85,23,48,60,195,70,53,29,46,141,228
Brian Roberts,1330,176,452,62,193,66,74,13,96,162,33,6,57,75,480
Glenn Robinson III,261,26,67,5,19,16,24,15,24,11,6,1,11,15,73
Nate Robinson,591,88,255,31,112,31,46,17,33,97,20,3,30,76,238
Thomas Robinson,798,126,260,0,2,56,106,95,208,33,32,20,59,104,308
Rajon Rondo,2018,275,645,27,86,31,78,73,300,538,91,7,210,153,608
Derrick Rose,1530,338,835,76,271,152,187,35,126,251,36,16,161,63,904
Terrence Ross,2092,309,753,145,390,44,56,32,194,86,53,25,69,136,807
Ricky Rubio,692,78,219,13,51,57,71,19,106,193,38,1,64,59,226
Damjan Rudež,1047,119,263,69,170,16,23,8,39,53,16,5,47,79,323
Brandon Rush,271,11,54,3,27,5,11,4,37,12,5,12,11,27,30
Robert Sacre,1133,126,306,0,1,55,82,89,144,55,28,43,36,121,307
John Salmons,270,16,48,8,26,2,4,4,17,13,9,4,5,25,42
JaKarr Sampson,1131,146,346,31,127,63,94,35,128,77,38,26,76,135,386
Larry Sanders,586,86,172,0,0,24,48,67,99,23,26,39,28,104,196
Dennis Schröder,1516,284,665,52,148,148,179,29,135,317,49,4,150,127,768
Luis Scola,1659,300,642,5,20,158,226,138,388,105,47,18,94,192,763
Mike Scott,1123,201,453,66,192,61,77,45,154,75,25,3,39,83,529
Thabo Sefolosha,976,104,249,25,78,45,58,53,170,75,53,21,38,67,278
Kevin Séraphin,1235,231,450,0,2,58,82,87,201,59,10,59,98,197,520
Ramon Sessions,1188,125,334,19,60,133,173,23,121,182,29,0,86,73,402
Iman Shumpert,1545,193,471,67,196,43,64,55,169,135,81,16,91,138,496
Alexey Shved,767,133,335,47,139,121,150,23,76,106,30,6,48,48,434
Henry Sims,1399,238,502,4,22,106,137,121,238,79,39,30,99,135,586
Kyle Singler,1743,172,446,96,241,40,52,33,161,85,47,21,55,153,480
Donald Sloan,1107,145,355,41,131,60,77,12,131,190,23,0,65,47,391
Marcus Smart,1808,175,477,91,272,82,127,61,161,208,99,18,90,176,523
Greg Smith,363,30,49,0,0,20,39,26,53,9,7,11,11,53,80
Ish Smith,832,143,367,18,60,34,57,15,85,180,36,6,78,50,338
J.R. Smith,2080,315,755,163,426,54,72,30,188,195,82,22,97,163,847
Jason Smith,1785,257,592,15,42,127,153,98,226,140,32,44,104,205,656
Josh Smith,2300,414,987,72,228,127,255,152,378,277,87,116,206,228,1027
Russ Smith,65,8,25,2,11,12,13,1,5,8,3,0,12,13,30
Tony Snell,1412,159,371,73,197,44,55,31,145,62,32,11,48,86,435
Marreese Speights,1207,318,646,5,18,150,178,109,216,72,20,34,82,189,791
Tiago Splitter,1030,169,303,0,0,90,120,91,161,78,35,37,60,103,428
Nik Stauskas,1127,108,296,48,149,55,64,11,77,67,20,17,40,92,319
Lance Stephenson,1573,207,550,18,105,69,110,39,238,240,38,8,128,134,501
Greg Stiemsma,66,6,8,0,0,2,4,9,6,3,2,0,7,15,14
David Stockton,33,2,6,1,2,3,6,0,2,9,2,0,4,1,8
Jarnell Stokes,126,21,37,0,0,15,28,16,18,4,5,5,7,25,57
Amar'e Stoudemire,1245,273,490,0,4,134,186,110,219,45,29,38,78,161,680
Rodney Stuckey,1874,332,754,55,141,177,216,36,212,219,56,10,118,131,896
Jared Sullinger,1566,311,708,52,184,96,129,147,294,134,44,42,78,153,770
Jeff Taylor,430,45,114,11,36,26,41,14,39,22,12,1,19,36,127
Jeff Teague,2228,408,887,71,207,275,319,30,154,513,125,31,205,139,1162
Mirza Teletović,892,122,319,62,193,33,46,27,167,46,14,16,53,74,339
Sebastian Telfair,327,46,125,18,60,24,34,2,28,45,10,0,18,29,134
Garrett Temple,735,68,170,33,88,35,48,24,66,56,42,9,34,76,204
Jason Terry,1641,188,446,126,323,39,48,15,106,147,66,19,74,116,541
Isaiah Thomas,1726,335,797,129,346,302,348,33,120,284,57,5,143,150,1101
Lance Thomas,1490,182,442,7,22,72,99,65,130,69,37,8,74,101,443
Malcolm Thomas,194,18,40,0,7,9,13,16,40,7,3,1,13,17,45
Tyrus Thomas,7,1,1,0,0,2,2,0,0,1,0,0,0,0,4
Hollis Thompson,1776,224,543,115,287,63,89,53,145,85,57,26,66,141,626
Jason Thompson,1991,201,428,0,1,89,143,139,391,85,33,57,84,239,491
Klay Thompson,2455,602,1299,239,545,225,256,27,220,222,87,60,149,122,1668
Tristan Thompson,2194,267,488,0,0,159,248,274,383,39,34,61,83,189,693
Marcus Thornton,721,140,345,54,143,46,56,23,63,36,27,7,27,38,380
Anthony Tolliver,1432,161,393,106,290,54,69,51,185,59,24,16,51,137,482
P.J. Tucker,2383,261,596,87,252,104,143,114,388,122,107,23,96,179,713
Ronny Turiaf,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Hedo Türkoğlu,705,83,188,60,139,6,11,5,94,37,19,7,29,66,232
Evan Turner,2260,320,746,33,119,106,141,40,377,449,83,19,198,180,779
Ekpe Udoh,128,11,24,0,0,7,9,7,19,8,8,7,7,20,29
Beno Udrih,1494,246,505,26,97,87,102,20,123,220,46,8,89,88,605
Jonas Valančiūnas,2096,373,652,0,1,217,276,215,478,39,33,95,109,222,963
Anderson Varejão,636,111,200,0,2,33,45,57,113,35,19,16,35,58,255
Greivis Vásquez,1991,296,725,133,351,50,66,22,194,302,46,10,119,177,775
Charlie Villanueva,678,150,362,83,221,20,35,30,119,19,15,22,28,64,403
Noah Vonleh,259,30,76,5,13,18,26,28,58,4,4,9,11,20,83
Nikola Vučević,2529,631,1206,2,6,164,218,238,572,147,54,54,148,220,1428
Dwyane Wade,1971,509,1084,29,102,284,370,58,161,299,73,21,209,105,1331
Dion Waiters,2208,375,946,73,246,117,172,41,151,163,90,21,113,155,940
Henry Walker,628,58,168,45,132,14,18,7,75,29,24,9,24,76,175
Kemba Walker,2119,378,981,85,280,234,283,35,185,318,89,31,100,92,1075
John Wall,2837,519,1166,65,217,284,362,36,330,792,138,45,304,180,1387
Gerald Wallace,286,14,34,1,3,6,15,17,40,11,15,4,18,19,35
T.J. Warren,614,113,214,5,21,14,19,41,44,25,18,9,27,51,245
C.J. Watson,1422,181,417,70,175,138,167,18,145,208,57,9,100,107,570
David Wear,7,0,2,0,1,0,0,2,0,1,0,0,0,1,0
Travis Wear,672,84,209,11,30,20,26,31,75,40,15,11,35,55,199
Martell Webster,352,24,91,10,43,48,64,10,36,17,7,1,22,24,106
David West,1895,323,686,4,20,119,161,108,341,223,48,48,120,160,769
Russell Westbrook,2302,627,1471,86,288,546,654,124,364,574,140,14,293,184,1886
Hassan Whiteside,1142,243,387,0,0,78,156,145,337,6,27,123,58,129,564
Shayne Whittington,108,19,42,1,6,18,23,10,19,6,5,2,5,18,57
Andrew Wiggins,2969,497,1137,39,126,354,466,134,240,170,86,50,177,190,1387
C.J. Wilcox,101,16,38,7,19,2,2,1,6,8,3,1,10,7,41
Deron Williams,2114,298,771,87,237,201,241,29,208,448,64,17,154,157,884
Derrick Williams,1462,217,485,49,156,134,196,41,161,50,34,4,56,67,617
Elliot Williams,119,14,37,8,18,1,4,0,8,12,4,0,4,12,37
Lou Williams,2016,375,928,152,447,340,395,24,127,164,88,10,101,103,1242
Marvin Williams,2035,210,495,95,265,62,87,58,328,100,69,36,60,146,577
Mo Williams,1980,341,860,119,348,163,187,22,152,424,46,14,172,162,964
Reggie Williams,105,15,39,3,19,4,4,5,12,10,1,0,2,12,37
Shawne Williams,1087,121,300,64,178,35,40,36,130,44,25,21,30,135,341
Jeff Withey,259,32,64,0,0,34,50,23,41,11,4,18,12,26,98
Nate Wolters,247,20,57,0,7,2,6,8,26,21,8,2,13,18,42
Brandan Wright,1449,233,363,0,3,78,112,128,193,41,50,94,34,102,544
Dorell Wright,592,72,190,41,108,34,42,14,97,41,20,11,18,55,219
Tony Wroten,895,175,434,37,142,120,180,22,64,157,48,8,113,72,507
James Young,332,36,102,17,66,16,29,9,33,13,8,2,5,22,105
Nick Young,1000,174,476,83,225,132,148,17,79,41,23,11,44,83,563
Thaddeus Young,2434,451,968,38,115,131,200,127,284,173,124,25,117,171,1071
Cody Zeller,1487,172,373,1,1,127,164,97,265,100,34,49,62,156,472
Tyler Zeller,1731,340,619,0,0,153,186,146,319,113,18,52,76,205,833
